Number of Topics,Integritys,Spatial Entropy,Topic Weights,Coherence Score
3,"[-0.8863, 1.3975, -0.5112]","[-0.989, 1.37, -0.381]","[0.1027, 0.0275, -0.1302]",0.5081427150290234
