username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
cebudailynews;2018-08-05 06:44;1;1;"188 houses razed by afternoon fire in Lower Camputhaw http://cebudailynews.inquirer.net/187786/188-houses-razed-afternoon-fire-lower-camputhaw?utm_term=Autofeed&utm_campaign=Echobox&utm_medium=Social&utm_source=Twitter#Echobox=1533406525 …";;;#Echobox;"1025875257842958337";https://twitter.com/cebudailynews/status/1025875257842958337
johnflrnce;2018-08-04 23:34;0;1;"Camputhaw near escario";;;;"1025766876289282048";https://twitter.com/johnflrnce/status/1025766876289282048
welovemabolo;2018-08-04 23:07;0;0;"Mabolo Disaster Team reacted to Camputhaw and Buhisan’s Fire alarm today.. Location: Purok 3 Lower, Brgy Kamputhaw, Cebu City. Involved: Residential Fire Time Call Received: 1550H Aug. 04,2018 Time Under... https://www.facebook.com/16262792676997 44/posts/2132021563792176/ …";;;;"1025760126467301377";https://twitter.com/welovemabolo/status/1025760126467301377
maxinecaps;2018-08-04 22:14;4;12;"CAMPUTHAW !!!!";;;;"1025746698994241537";https://twitter.com/maxinecaps/status/1025746698994241537
blowjapx;2018-08-04 20:37;0;0;"from camputhaw to buhisan real quick";;;;"1025722517011361792";https://twitter.com/blowjapx/status/1025722517011361792
always_ritza;2018-08-04 19:15;0;0;"Any new update about the fire in Camputhaw ?";;;;"1025701640811118592";https://twitter.com/always_ritza/status/1025701640811118592
peterblanco;2018-08-04 18:16;0;1;"Woke up from my nap to firetruck alarms Took nearly 4 hours before fire out. Brgy. Camputhaw behind Harold Hotel pic.twitter.com/XM87VeXxOA";;;;"1025687006599245824";https://twitter.com/peterblanco/status/1025687006599245824
chaellegabato;2018-08-04 17:22;0;0;"where is the fire at camputhaw ?";;;;"1025673320316850176";https://twitter.com/chaellegabato/status/1025673320316850176
manilabulletin;2018-08-04 17:21;2;2;"WATCH: Fire still razing houses in Barangay Camputhaw , Cebu City as fire fighters having hard time going in the fire scene due to narrow roads. | via @JuanCarloDeVel3 pic.twitter.com/esUCW9rUDM";;@JuanCarloDeVel3;;"1025673072924213250";https://twitter.com/manilabulletin/status/1025673072924213250
whoiskarlon;2018-08-04 17:17;0;0;"massive working #fire in purok 3, lower camputhaw . keep safe everyone!";;;#fire;"1025672183228420096";https://twitter.com/whoiskarlon/status/1025672183228420096
tinnnteneneeen;2018-08-04 16:58;0;0;"@natures_spring Thumb’s up and thank you for the free bottled water you’re giving away to the firemen responding the current fire situation here in Camputhaw Cebu.";;@natures_spring;;"1025667336529895424";https://twitter.com/tinnnteneneeen/status/1025667336529895424
manilabulletin;2018-08-04 16:34;1;2;"WATCH: Ongoing fire in Barangay Camputhaw , Cebu City involving residential houses. | via @JuanCarloDeVel3 pic.twitter.com/ydwFh3W6W9";;@JuanCarloDeVel3;;"1025661181602619397";https://twitter.com/manilabulletin/status/1025661181602619397
